repo_id,name,full_name,html_url,description,created_at,stars,language,topics,config_file,readme_preview,file_url
111667959,umi,umijs/umi,https://github.com/umijs/umi,A framework in react community ✨,,0,Unknown,,.cursorrules,"umi A framework in react community ✨ > Please consider following this project's author, sorrycc, and consider starring the project to show your ❤️ and support. 🚀 Read the launch post → 📚 Learn Umi → Contribution See Contributing Guide. Core Maintainers Core Maintainers are community members who have contributed significantly to the project through addressing issues, fixing bugs, and implementing enhancements/features. * sorrycc * xiaohuoni Maintainers Maintainers are community members who have had 10 or more PRs merged in umi or have spent a lot of time contributing to the umi community or addressing issues. * PeachScript * YdreamW * yuaanlin * fz6m * stormslowly * xierenyuan * siyi98 * txp1035 * zenotsai Contributors Contributors are community members who have had 1 or more PRs merged in umi. If you are a contributor, you can contact me [sorrycc] to join the Contributor Group. Community * 交流和反馈群 LICENSE MIT",https://github.com/umijs/umi/blob/9edcd6f3b6abb199a268b77e5475edde11dab685/.cursorrules
1122347787,quotio,nguyenphutrong/quotio,https://github.com/nguyenphutrong/quotio,"Stop juggling AI accounts. Quotio is a beautiful native macOS menu bar app that unifies your Claude, Gemini, OpenAI, Qwen, and Antigravity subscriptions – with real-time quota tracking and smart auto-",,0,Unknown,,.cursorrules,"Quotio The ultimate command center for your AI coding assistants on macOS. Quotio is a native macOS application for managing CLIProxyAPI - a local proxy server that powers your AI coding agents. It helps you manage multiple AI accounts, track quotas, and configure CLI tools in one place. ✨ Features - 🔌 Multi-Provider Support: Connect accounts from Gemini, Claude, OpenAI Codex, Qwen, Vertex AI, iFlow, Antigravity, Kiro, Trae, and GitHub Copilot via OAuth or API keys. - 📊 Standalone Quota Mode: View quota and accounts without running the proxy server - perfect for quick checks. - 🚀 One-Click Agent Configuration: Auto-detect and configure AI coding tools like Claude Code, OpenCode, Gemini CLI, and more. - 📈 Real-time Dashboard: Monitor request traffic, token usage, and success rates live. - 📉 Smart Quota Management: Visual quota tracking per account with automatic failover strategies (Round Robin / Fill First). - 🔑 API Key Management: Generate and manage API keys for your local proxy. - 🖥️ Menu Bar Integration: Quick access to server status, quota overview, and custom provider icons from your menu bar. - 🔔 Notifications: Alerts for low quotas, account cooling periods, or service issues. - 🔄 Auto-Update: Built-in Sparkle updater for seamless updates. - 🌍 Multilingual: English, Vietnamese, and Simplified Chinese support. 🤖 Supported Ecosystem AI Providers | Provider | Auth Method | |----------|-------------| | Google Gemini | OAuth | | Anthropic Claude | OAuth | | OpenAI Codex | OAuth | | Qwen Code | OAuth | | Vertex AI | Service Account JSON | | iFlow | OAuth | | Antigravity | OAuth | | Kiro | OAuth | | GitHub Copilot | OAuth | IDE Quota Tracking (Monitor Only) | IDE | Description | |-----|-------------| | Cursor | Auto-detected when installed and logged in | | Trae | Auto-detected when installed and logged in | > Note: These IDEs are only used for quota usage monitoring. They cannot be used as providers for the proxy. Compatible CLI Agents Quotio can automatically configure these tools to use your centralized proxy: - Claude Code - Codex CLI - Gemini CLI - Amp CLI - OpenCode - Factory Droid 🚀 Installation Requirements - macOS 14.0 (Sonoma) or later - Internet connection for OAuth authentication Homebrew (Recommended) [code] Download Download the latest [code] from the Releases page. > ⚠️ Note: The app is not signed with an Apple Developer certificate yet. If macOS blocks the app, run: > [code] Building from Source 1. Clone the repository: [code] 2. Open in Xcode: [code] 3. Build and Run: - Select the ""Quotio"" scheme - Press [code] to build and run > The app will automatically download the [code] binary on first launch. 📖 Usage 1. Start the Server Launch Quotio and click Start on the dashboard to initialize the local proxy server. 2. Connect Accounts Go to Providers tab → Click on a provider → Authenticate via OAuth or import credentials. 3. Configure Agents Go to Agents tab → Select an installed agent → Click Configure → Choose Automatic or Manual m",https://github.com/nguyenphutrong/quotio/blob/02be19bcca899762d562b8bb68c46f019423adce/.cursorrules
450866151,dx,elixir-dx/dx,https://github.com/elixir-dx/dx,Automatic data loading for Elixir functions,,0,Unknown,,.cursorrules,"Dx [](https://hex.pm/packages/dx) [](https://hexdocs.pm/dx/Dx.html) [](https://github.com/elixir-dx/dx/blob/main/LICENSE) [](https://github.com/elixir-dx/dx/tree/main) Dx enables you to write Elixir code as if all your Ecto data is already (pre)loaded. Example [code] This can be called using [code] [code] loads all required data automatically: The association [code] , and either all [code] matching the filter (translated to a single SQL query) or the user's associated lists, depending on whether it's an admin. These function can just as well be called for many users, and Dx will load data efficiently (with batching and concurrently). Demo [](https://livebook.dev/run?url=https%3A%2F%2Fraw.githubusercontent.com%2Felixir-dx%2Fdx%2Fmain%2Flivebook%2Fdemo.livemd) Installation Add [code] to your list of dependencies in [code] : [code] Add this line to the top of your Ecto schema modules (replace [code] with your Ecto repo module) [code] Configure your repo in [code] (replace [code] with your Ecto repo module) [code] Import the formatter rules in [code] : [code] Background Most server backends for web and mobile applications are split between the actual application and at least one database. In their day-to-day programming, most Elixir developers have to keep that in mind and think about how to store data in the database, and when and how to load it. It's so deeply engrained that we often take this problem for granted, having integrated it in how we think about code and code architecture. For example, Phoenix (the most popular web framework for Elixir) has API contexts that suggest structuring apps into modules that act as a boundary (or interface) to the rest of the code. Within these, data is loaded and returned. Since it's a generic interface, the simplest approach is to load all data that's possibly needed, and return it. However, as the app grows in functionality and thus complexity, this may become a lot of data. And it's still necessary to think about what to return, where it's needed, and how to slice it. Imagine this problem would not exist. Enter Dx. With Dx, Elixir developers don't have to think about loading data from the database at all. You just write Elixir code, as if all data is already loaded and readily available. How it works When working with data in the database, you define Elixir functions using [code] instead of [code] (the regular Elixir function definition). The [code] function must be imported from the [code] module. Within [code] functions, you can write regular Elixir code, accessing all fields and associations as if they're already loaded. You can also call other [code] functions and structure your code in modules as usual. When the app is compiled, Dx translates your [code] code into multiple versions with different ways to load data: - Data loading: Any data that might need to be loaded is wrapped in a check that either returns the already loaded data, or returns a ""data requirement"". Dx runs the code at the entry point (",https://github.com/elixir-dx/dx/blob/969672aea0f248eaff61bc3d98cf757c3002bbae/.cursorrules.md
1000755389,SmartFlowAI,emielregis2/SmartFlowAI,https://github.com/emielregis2/SmartFlowAI,Projekt zaliczeniowy kursu 10xdev,,0,Unknown,,.cursorrules,"Plik: README.md SmartFlowAI - Aplikacja analizy procesów (Wersja Produkcyjna) [](https://github.com/emielregis2/SmartFlowAI/actions/workflows/ci.yml) [](https://www.python.org/downloads/) [](https://github.com/psf/black) [](https://github.com/emielregis2/SmartFlowAI) SmartFlowAI analizuje procesy biznesowe przez ChatGPT-4o i daje konkretne rekomendacje automatyzacji. 🚀 Wersja produkcyjna - bez debugowania, zoptymalizowana wydajność, tylko logi błędów. Projekt na zaliczenie kursu 10xDevs - wykonany w 2 dni (dokładny opis projektu zaliczeniowego w Wiki) Quick Start (5 minut) 1. Klonowanie [code] 2. Instalacja [code] 3. Konfiguracja Skopiuj [code] do [code] i wypełnij: [code] 4. Baza danych Wykonaj w Supabase SQL Editor: [code] 5. Uruchomienie [code] Aplikacja: [code] Konta testowe: - [code] / [code] - [code] / [code] Funkcje - ✅ Logowanie - Supabase Auth - ✅ Dodaj proces - Formularz: nazwa + opis - ✅ Ultra wnikliwa analiza AI - 3 poziomy głębokości z wyszukiwaniem internetowym - ✅ Kontekst firmy - Wielkość, branża, budżet dla spersonalizowanych rekomendacji - ✅ Branżowe szablony - Specjalistyczne integracje dla różnych sektorów - ✅ Lista procesów - Wszystkie procesy użytkownika - ✅ Edycja procesów - Modyfikuj nazwę, opis i analizę AI - ✅ Usuwanie - Usuń niepotrzebne procesy - ✅ Export PDF - Generuj raport z przeanalizowanymi procesami - ✅ Kopiuj do schowka - Skopiuj pełny tekst raportu jednym kliknięciem - ✅ CI/CD - Automatyczne testy i deploy To wszystko! Ultra-proste MVP z pełną automatyzacją i zarządzaniem procesami. 🚀 Wersja Produkcyjna Optymalizacje wydajności: - ❌ Usunięto debugowanie - Brak sekcji ""🔍 Debugging"" w interfejsie - ❌ Usunięto logi debugowania - Tylko logi błędów (ERROR level) - ❌ Usunięto pliki logów - Brak [code] - ✅ Zoptymalizowano logowanie - Tylko konsola, bez plików - ✅ Czysta wersja produkcyjna - Gotowa do wdrożenia Różnice między wersjami: | Funkcja | Wersja deweloperska | Wersja produkcyjna | | -------------------- | ----------------------- | ------------------ | | Sekcja debugowania | ✅ Widoczna | ❌ Usunięta | | Logi szczegółowe | ✅ INFO/DEBUG | ❌ Tylko ERROR | | Plik logów | ✅ [code] | ❌ Brak | | Wydajność | 🐌 Wolniejsza | ⚡ Zoptymalizowana | | Gotowość produkcyjna | ❌ Nie | ✅ Tak | Korzyści wersji produkcyjnej: - 🚀 Szybsza - Brak niepotrzebnych logów - 🔒 Bezpieczniejsza - Brak wrażliwych informacji w logach - 💾 Mniej miejsca - Brak plików logów - 🎯 Czytsza - Interfejs bez elementów deweloperskich Nowe funkcjonalności 🤖 Ultra wnikliwa analiza AI 3 poziomy głębokości analizy: - Podstawowa (szybka) - Szybka rekomendacja w 5 punktach - Pogłębiona (z wyszukiwaniem) - Szczegółowa analiza z aktualnym badaniem rynku - Ekspercka (pełna analiza) - Najgłębsza analiza z 8-tygodniowym planem wdrożenia Kontekst firmy: - Wielkość firmy: 1-10, 11-50, 51-200, 200+ osób - Branża: IT, E-commerce, Księgowość, Marketing, Logistyka i inne - Budżet: od 500 zł/mies do 5000+ zł/mies Branżowe szablony integracji: - E-commerce: Allegro, Amazon, ",https://github.com/emielregis2/SmartFlowAI/blob/98c3f2e13e04f7fb340675a50614b8537a1865eb/.cursorrules.txt
1110553007,rork-kiku,tc7kxsszs5-cloud/rork-kiku,https://github.com/tc7kxsszs5-cloud/rork-kiku,Created by Rork,,0,Unknown,,.cursorrules,"📚 Документация проекта KIKU Навигация по всей документации проекта. 🗂️ Структура документации 📖 Основные документы (в корне проекта) - [code] - Главная страница проекта - [code] - Быстрая шпаргалка - [code] - Кодекс поведения - [code] - Список важных файлов 🚀 Настройка и запуск ( [code] ) Инструкции по установке, настройке и первому запуску проекта: - Быстрый старт - Настройка iOS/Android - Настройка переменных окружения - Настройка проекта ID - Команды сборки 🔧 Решение проблем ( [code] ) Документы по диагностике и решению проблем: - Диагностика ошибок - Альтернативные решения - Исправления известных проблем 💻 Разработка ( [code] ) Руководства для разработчиков: - Организация работы - Автоматизация процессов - Работа с переменными - Команды и скрипты - Качество кода 🔒 Безопасность ( [code] ) Документы по безопасности: - Проверка безопасности - Защита от взломов - Соответствие законам - Важные рекомендации 🗄️ База данных ( [code] ) SQL скрипты и инструкции: - Скрипты для Supabase - Создание таблиц - Политики безопасности - Миграции 💼 Бизнес ( [code] ) Бизнес-материалы и стратегии: - Продвижение проекта - Пресс-кит - Резюме проекта - KPI и метрики - Глобальная стратегия 📊 Отчеты ( [code] ) Статусы и отчеты о работе: - Итоговые проверки - Статусы выполнения - Результаты тестирования - Обзоры системы 🏗️ Архитектура ( [code] ) Техническая архитектура проекта: - Структура проекта - Схема базы данных - Концепции системы - Технические алгоритмы 🧪 Тестирование ( [code] ) Документы по тестированию: - Покрытие тестами - Результаты тестирования - Планы тестирования 🚢 Развертывание ( [code] ) Инструкции по деплою: - Готовность к деплою - Настройка Supabase - Connection strings - Автоматизация деплоя 🤖 AI ( [code] ) Документы по интеграции AI: - Стратегии интеграции - Ресурсы AI - Email шаблоны 📝 Git ( [code] ) Работа с Git: - GitHub гайды - Статусы коммитов - Workflow ⚙️ Функции ( [code] ) Документация по функциям: - Чеклист функций - Планы реализации - Roadmap инноваций - Не реализованные функции 📦 Архив ( [code] ) Временные и устаревшие документы: - Старые версии - Временные решения - Устаревшие инструкции 🔍 Быстрый поиск Найти инструкцию по настройке → Смотрите [code] Решить проблему → Смотрите [code] Начать разработку → Смотрите [code] Узнать о безопасности → Смотрите [code] Найти SQL скрипты → Смотрите [code] Бизнес-материалы → Смотрите [code] 📌 Важные документы 1. Для начала работы: [code] (в корне) 2. Для настройки: [code] 3. Для разработки: [code] 4. При проблемах: [code] 🗑️ Очистка Временные и устаревшие документы перемещены в [code] и могут быть удалены после проверки. --- Последнее обновление: 2026-01-24",https://github.com/tc7kxsszs5-cloud/rork-kiku/blob/23371076a64e18be1cc46b3a45b4f1a68e6ce9d5/.cursorrules_SAFE.md
1132859004,morphir-moonbit,finos/morphir-moonbit,https://github.com/finos/morphir-moonbit,Morphir tooling and bindings to support the Zig language and ecosystem,,0,Unknown,,.cursorrules,"Morphir Moonbit Monorepo [](https://community.finos.org/docs/governance/Software-Projects/stages/incubating) [](https://github.com/finos/morphir-moonbit/actions/workflows/ci.yml) A monorepo for Morphir implementation in Moonbit, providing core libraries and bindings for WebAssembly targets. Overview This repository contains the Moonbit implementation of Morphir, organized as a monorepo with multiple packages: - morphir-sdk: Standard library for Morphir with functional programming primitives - morphir-core: Core abstractions and types for the Morphir ecosystem - morphir-moonbit-bindings: FFI bindings for Moonbit WASM targets Prerequisites - mise - Development environment manager - All other tools (Moonbit, Bun, yamllint, uv) are managed by mise Installation 1. Install mise by following the official installation guide 2. Clone the repository: [code] 3. Install tools: [code] Note: Git hooks are automatically installed when you enter the directory via mise. The pre-push hook enforces lint, format, and validation checks before allowing pushes, preventing CI failures by catching issues locally. Development Pre-Push Validation ⚠️ Important: All code must pass lint, format, and validation checks before pushing. The pre-push hook automatically runs these checks, but you can run them manually: [code] Available Tasks All development tasks are managed through mise. You can list all available tasks with: [code] Linting [code] Formatting [code] Building [code] Testing [code] Validation [code] Project Structure [code] Build Targets The project supports two WebAssembly targets: 1. WASI (wasm): For server-side and command-line applications 2. Browser (wasm-gc): For browser-based applications with WASM-GC support AI Agent Skills This repository includes AI agent skills following the Agent Skills specification. These skills enhance AI coding assistants with project-specific knowledge. Available Skills: - code-reviewer: Comprehensive code review for PRs and changes Supported Agents: Claude, GitHub Copilot, OpenAI Codex, Cursor, Windsurf, Google Antigravity See .github/AGENTS.md for more information. Contributing For any questions, bugs or feature requests please open an issue. For anything else please send an email to morphir@finos.org. To submit a contribution: 1. Fork it () 2. Create your feature branch ( [code] ) 3. Read our contribution guidelines and Community Code of Conduct 4. Commit your changes ( [code] ) 5. Push to the branch ( [code] ) 6. Create a new Pull Request _NOTE:_ Commits and pull requests to FINOS repositories will only be accepted from those contributors with an active, executed Individual Contributor License Agreement (ICLA) with FINOS OR who are covered under an existing and active Corporate Contribution License Agreement (CCLA) executed with FINOS. Commits from individuals not covered under an ICLA or CCLA will be flagged and blocked by the FINOS Clabot tool (or EasyCLA). Please note that some CCLAs require individuals/employees to be explici",https://github.com/finos/morphir-moonbit/blob/44a04d432507b7cbfcd7f476a8b23b7b3de8be09/.cursorrules-AGENTS.md
15108812,Mudlet,Mudlet/Mudlet,https://github.com/Mudlet/Mudlet,"⚔️ A cross-platform, open source, and super fast MUD client with scripting in Lua",,0,Unknown,,.cursorrules,"Mudlet Play immersive, multiplayer, pure-text RPGs on Mudlet. About • Key Features • Download • How To Use • Roadmap • Credits • License About Mudlet is a quality MUD client, designed to take mudding to a new level. It’s a modern breed of a client on the gaming scene – with an intuitive user interface, a specially designed scripting framework, and a very fast text display. That, along with cross-platform capability and an open-source development model result in a very likable game client. Key Features * Simple to use * Very, very fast * Active development * Big, thriving community * Powerful trigger engine * Rich Lua-based coding functionality (API) * Excellent script editor * 2D and 3D mapper with autowalk * Powerful and simple to use GMCP * Discord integration * Completely themable * Open-source and Free * Cross platform: runs on Windows, macOS and Linux * Full compatibility: run same scripts on any of the above Explain? Easy to use client We’re big on usability, and as such, creating an easy to use client and interface is one of the defining goals of the project. This applies to both the power users and usual gamers – everyone will feel at home with Mudlet, without having to waste too much time figuring out how to do something. Designed for speed Mudlet is designed and built to be very fast and efficient right from the start. Its scripting engine is designed to scale to large systems without bogging down – and the text display is designed to handle thousands of lines in under a second. All in all, we are very serious about Mudlet being quick – and take all measures to make it so. Powerful Scripting Mudlet features a scripting framework using Lua – a small, fast and efficient scripting language. This allows Mudlet to leverage the existing community and large ecosystem of existing packages for Lua without the many drawbacks of creating a Mudlet specific scripting language. Best of all, the Lua API is seamlessly integrated in Mudlet and shared by all aliases, triggers, scripts, keybindings, buttons and other Mudlet components. Cross-Platform love We believe in making Mudlet available to people on all major platforms, and we work on keeping cross-platform compatibility right from start. Mudlet is available on Linux (both 32bit and 64bit), Windows, and macOS; you may be able to run it on additional platforms as well. Download Download for free from mudlet.org. How To Use 1. Download and double-click on Mudlet to run 1. Pick an existing game and hit [code] 1. ... or play one of your choosing: 1. Click [code] 1. Enter [code] and [code] of your game (found on the game's website, e.g. [code] and [code] ) 1. Pick a [code] 1. Hit [code] Compiling If you'd like to compile Mudlet yourself instead of downloading, you can find instructions to do so here. Vision Mudlet's vision is to build the best text gaming experience possible to nurture & grow this niche scene. Roadmap See the project's roadmap to get an idea of where it's headed Contribute Join in, contr",https://github.com/Mudlet/Mudlet/blob/706419784be15b8482e1707ca9d7215e0a0e8579/.cursorrules
997257464,SoundScape-AI,Alen-guo/SoundScape-AI,https://github.com/Alen-guo/SoundScape-AI,SoundScape AI,,0,Unknown,,.cursorrules,🎵 SoundScape AI 一个现代化的AI驱动环境音频混合器，专为提高专注力、放松和工作效率而设计。 ✨ 功能特色 🤖 AI音景生成 - 通过文字描述生成个性化音景 - 智能关键词匹配和场景识别 - 预设优化的音频组合 🎯 场景化预设 - 深度专注 - 编程和深度工作 - 学习模式 - 图书馆氛围 - 睡眠时光 - 放松助眠 - 咖啡厅 - 舒适工作环境 - 自然逃离 - 森林冥想 - 海浪声 - 海滩放松 🎚️ 高级音频控制 - 10种高质量环境音 - 实时音量调节 - 音频可视化效果 - 无缝循环播放 ⏰ 智能定时器 - 15/30/60/90分钟预设 - 自动停止功能 - 无限播放模式 🚀 快速开始 安装依赖 [code] 开发模式 [code] 在浏览器中打开 http://localhost:3000 构建部署 [code] 🎼 音频文件设置 项目需要以下音频文件（放置在 [code] 目录）： - [code] - 雨声 - [code] - 雷声 - [code] - 壁炉声 - [code] - 风声 - [code] - 鸟鸣声 - [code] - 海浪声 - [code] - 咖啡厅环境音 - [code] - 蟋蟀声 - [code] - 键盘声 - [code] - 白噪音 详细说明请查看 [code] 🛠️ 技术栈 - 框架: Next.js 14 (App Router) - 样式: Tailwind CSS - 音频: Howler.js - 图标: Lucide React - 语言: TypeScript - 部署: Vercel 📱 响应式设计 - 🖥️ 桌面端优化体验 - 📱 移动端友好界面 - 📊 平板设备适配 🌟 与A Soft Murmur的差异化 | 功能 | A Soft Murmur | SoundScape AI | |------|---------------|---------------| | 音频数量 | 10种（免费版） | 10种+ | | AI生成 | ❌ | ✅ | | 场景预设 | 基础 | 专业化 | | UI设计 | 简单 | 现代化 | | 音频可视化 | ❌ | ✅ | | 智能推荐 | ❌ | ✅ | --- 开始创建你的完美音景吧！ 🎵✨,https://github.com/Alen-guo/SoundScape-AI/blob/45c2c9b40dc21df1324c986cff4f81d88367024d/.cursorrules-zh.md
1079531632,wishlist,mykcryptodev/wishlist,https://github.com/mykcryptodev/wishlist,,,0,Unknown,,.cursorrules,"Holiday Wishlist 🎄 A decentralized holiday wishlist application where users can create and share their gift wishlists, coordinate gift-giving through private exchanges, and manage purchases with blockchain-backed transparency. Features ✨ Create & Share Wishlists - Build your holiday wishlist with items, descriptions, images, and prices 🎁 Purchaser Signup - Coordinate who's buying what to avoid duplicate gifts 🎅 Gift Exchanges - Create private groups to coordinate gift-giving with friends and family 🔐 Blockchain-Backed - All wishlist data stored on-chain for transparency and permanence 💼 Multiple Auth Options - Connect with email, social logins, or crypto wallets via Thirdweb 🌐 Farcaster Integration - Share your wishlist on Farcaster with rich OG images 🎨 Festive Theme - Beautiful Christmas-themed UI with snowfall and decorations How It Works Smart Contracts Wishlist Contract - Core contract for managing wishlist items and purchaser signups. Users create items with title, description, URL, image, and price. Other users can sign up as purchasers to indicate they're buying an item. The contract prevents users from seeing who's purchasing their own items to maintain gift surprises. Key features: - Create, update, and delete wishlist items - Sign up/remove as purchaser for items - Track all addresses with wishlists (directory) - Permission system for manager operations - Event emissions for all state changes Deployed on Base Sepolia and Base Mainnet. Deploy Contracts [code] Run Tests [code] Frontend & APIs Next.js App - Server-rendered pages for creating wishlists, browsing items, and managing gift exchanges. Uses Thirdweb SDK for wallet connections and contract interactions. API Routes: - [code] - Fetch wishlist items for a user - [code] - Generate dynamic OG images for social sharing - [code] - Manage purchaser signups with exchange filtering - [code] - Create and manage gift exchange groups - [code] - Farcaster frame and metadata endpoints - [code] - SIWE (Sign-In With Ethereum) authentication Key Features: - Thirdweb Authentication: Email, social logins, passkeys, and wallet connections - SIWE Integration: Secure server-side authentication with wallet signatures - Gift Exchange Privacy: Filter purchaser visibility by exchange membership - Supabase Database: Store exchange groups, memberships, and user profiles - Redis Caching: Cache blockchain data for improved performance - Dynamic OG Images: Generate shareable images with wishlist previews - Farcaster Frames: Interactive frames for viewing wishlists on Farcaster Gift Exchanges Gift exchanges are private groups where members can coordinate gift-giving: 1. Create Exchange - Generate a unique 6-character invite code 2. Invite Members - Share the code with friends/family 3. Coordinate Gifts - See who in your exchange has signed up as purchasers 4. Privacy Protection - Owners never see their own purchasers When viewing a wishlist: - Your own list: Purchaser info is hidden (keeps gifts a surprise!) - ",https://github.com/mykcryptodev/wishlist/blob/4ab995223841562380d5a20c90cad8d943077441/.cursorrules-docs.md
1127613762,base-react-template,fredconv/base-react-template,https://github.com/fredconv/base-react-template,react abse template for any s,,0,Unknown,,.cursorrules,"Base React Template Template React moderne ultra-optimisé avec React Router v7, React 19, Vite, et Tailwind CSS v4. 🚀 Stack Technique - Framework: React Router v7 (Mode Framework ex-Remix) - Runtime: React 19 (Actions, Suspense) - Build Tool: Vite.js - Styling: Tailwind CSS v4 avec Container Queries - State: Zustand - Data Fetching: TanStack Query - I18N: i18next - Animations: Framer Motion - Validation: Zod - Formulaires: Conform 📁 Structure du Projet [code] 🛠️ Installation [code] 📋 Principes d'Architecture 1. Data Fetching - ✅ Utilisation des loaders natifs de RR7 (pas de [code] pour le fetch) - ✅ clientLoader pour les pages SPA (dashboard) - ✅ Validation avec Zod sur tous les retours API 2. Formulaires - ✅ Utilisation des Actions de React Router v7 - ✅ Conform + Zod pour la validation - ✅ Gestion native des états [code] (pas de [code] manuel) - ✅ Progressive Enhancement (fonctionne sans JS) 3. Styling - ✅ Tailwind CSS v4 uniquement - ✅ Container Queries ( [code] ) - ✅ Dark/Light mode natif 4. Internationalisation - ✅ Détection serveur (SEO) - ✅ Switch client sans reload - ✅ Zero-Flash (dictionnaire injecté côté SSR) 5. Composants - ✅ Pattern Logicless UI - ✅ Séparation stricte UI/Logique - ✅ Principes SOLID 🌐 Routes Disponibles - [code] - Page d'accueil - [code] - Liste d'articles (avec loader SSR) - [code] - Formulaire de contact (avec action) - [code] - Page À propos - [code] - Page de connexion (avec action) - [code] - Dashboard privé (clientLoader) 🎨 Thèmes Le template supporte le mode sombre/clair automatiquement via les classes Tailwind [code] . 🌍 Langues Supportées - Français (par défaut) - Anglais Ajoutez des fichiers JSON dans [code] pour ajouter de nouvelles langues. 📝 License ISC",https://github.com/fredconv/base-react-template/blob/e4319d851b3ce85917204ede55794efcc55d46c2/.cursorrules.backup
